"DAY_OF_WEEK","CARRIER","ORIGIN_AIRPORT_ID","DEST_AIRPORT_ID","DEP_TIME","WEATHER_DELAY",
2,"UA",13930,10257,"1801",,
2,"UA",13930,10792,"1824",,
2,"UA",13930,10792,"1821",,
2,"UA",10257,13930,"1802",0.00,
2,"UA",10257,13930,"1722",,
2,"UA",12953,11292,"0606",,
2,"UA",12953,11292,"0553",,
2,"UA",10257,13930,"0757",,
2,"UA",10257,13930,"0731",,
2,"UA",13930,14576,"1459",0.00,
2,"UA",13930,14576,"1328",,
2,"UA",12953,11292,"1118",,
2,"UA",12953,11292,"1209",0.00,
2,"UA",14576,13930,"1256",,
2,"UA",14576,13930,"1441",0.00,
2,"UA",14576,13930,"0802",16.00,
2,"UA",14576,13930,"0726",,
2,"UA",14576,13930,"1717",,
2,"UA",14576,13930,"1728",0.00,
2,"UA",10792,13930,"1712",,
2,"UA",10792,13930,"1748",0.00,
2,"UA",10792,13930,"0754",,
2,"UA",10792,13930,"0756",,
2,"UA",14576,13930,"1817",0.00,
2,"UA",14576,13930,"1728",0.00,
2,"US",11057,10257,"2024",,
2,"US",11057,10257,"2010",,
2,"US",11057,10257,"2007",,
2,"US",11057,10257,"1217",,
2,"US",11057,10257,"1221",,
2,"US",11057,10257,"1222",,
2,"US",14100,10257,"0924",,
2,"US",14100,10257,"0952",0.00,
2,"US",14100,10257,"0947",0.00,
2,"US",14100,10257,"0947",,
2,"US",14100,10257,"1620",0.00,
2,"US",14100,10257,"2018",,
2,"US",14100,10257,"2015",,
2,"US",14100,10257,"2101",0.00,
2,"US",14100,10257,"2017",,
2,"US",14100,10257,"1532",,
2,"US",14100,10257,"1535",,
2,"US",14100,10257,"1608",0.00,
2,"US",14100,10257,"1345",,
2,"US",14100,10257,"1347",,
2,"US",14100,10257,"1432",0.00,
2,"US",11057,10257,"2018",,
2,"US",14122,10257,"1609",,
2,"US",14122,10257,"1614",,
2,"US",14122,10257,"1615",,
2,"US",11057,10257,"1215",,
2,"US",14122,10257,"1607",,
2,"US",14122,10257,"1303",,
2,"US",14122,10257,"2156",,
2,"US",14122,10257,"2325",0.00,
2,"US",14122,10257,"2206",,
2,"US",14122,10257,"2214",,
2,"US",14100,10257,"1340",,
2,"US",14122,10257,"1302",,
2,"US",14122,10257,"1313",,
2,"US",14122,10257,"1307",,
2,"US",12953,10721,"0555",,
2,"US",12953,10721,"0555",,
2,"US",12953,10721,"0553",,
2,"US",12953,10721,"0600",,
2,"US",12953,10721,"0654",,
2,"US",12953,10721,"0653",,
2,"US",12953,10721,"0653",,
2,"US",12953,10721,"0652",,
2,"US",12953,10721,"0753",,
2,"US",12953,10721,"0757",,
2,"US",12953,10721,"0753",,
2,"US",12953,10721,"0755",,
2,"US",12953,10721,"0900",0.00,
2,"US",12953,10721,"",,
2,"US",12953,10721,"0853",,
2,"US",12953,10721,"0854",,
2,"US",12953,10721,"0952",0.00,
2,"US",12953,10721,"0952",,
2,"US",12953,10721,"0953",,
2,"US",12953,10721,"0954",,
2,"US",12953,10721,"1051",,
2,"US",12953,10721,"1053",,
2,"US",12953,10721,"1054",,
2,"US",12953,10721,"1055",,
2,"US",12953,10721,"1152",,
2,"US",12953,10721,"1200",,
2,"US",12953,10721,"1154",,
2,"US",12953,10721,"1158",,
2,"US",12953,10721,"1256",,
2,"US",12953,10721,"1253",,
2,"US",12953,10721,"1251",,
2,"US",12953,10721,"1256",,
2,"US",12953,10721,"1356",,
2,"US",12953,10721,"1353",,
2,"US",12953,10721,"1354",,
2,"US",12953,10721,"1354",,
2,"US",12953,10721,"",,
2,"US",12953,10721,"1454",,
2,"US",12953,10721,"1455",,
2,"US",12953,10721,"1454",,
2,"US",12953,10721,"1554",,
2,"US",12953,10721,"1556",,
2,"US",12953,10721,"1554",,
2,"US",12953,10721,"1555",,
2,"US",12953,10721,"1659",,
2,"US",12953,10721,"1653",,
2,"US",12953,10721,"1656",,
2,"US",12953,10721,"1655",0.00,
2,"US",12953,10721,"1757",,
2,"US",12953,10721,"1759",,
2,"US",12953,10721,"1753",,
2,"US",12953,10721,"1757",0.00,
2,"US",12953,10721,"1903",,
2,"US",12953,10721,"1857",,
2,"US",12953,10721,"1853",,
2,"US",12953,10721,"1854",,
2,"US",12953,10721,"1955",,
2,"US",12953,10721,"1953",,
2,"US",12953,10721,"1952",,
2,"US",12953,10721,"1953",,
2,"US",11057,10792,"2005",,
2,"US",14100,10792,"1520",,
2,"US",14100,10792,"1528",,
2,"US",14100,10792,"1535",,
2,"US",14100,10792,"0949",,
2,"US",14122,10792,"2200",,
2,"US",14100,10792,"0940",,
2,"US",14100,10792,"0938",,
2,"US",14100,10792,"0939",,
2,"US",14122,10792,"2213",,
2,"US",14122,10792,"2241",0.00,
2,"US",14122,10792,"2215",,
2,"US",14100,10792,"1948",,
2,"US",14100,10792,"1952",,
2,"US",14100,10792,"1952",,
2,"US",11057,10792,"2011",,
2,"US",11057,10792,"2024",,
2,"US",11057,10792,"2020",,
2,"US",14122,10792,"1309",,
2,"US",14122,10792,"1306",,
2,"US",14122,10792,"1303",,
2,"US",11057,10792,"1614",,
2,"US",11057,10792,"1614",,
2,"US",11057,10792,"1619",,
2,"US",14100,10792,"1353",,
2,"US",14100,10792,"1353",,
2,"US",14100,10792,"1358",0.00,
2,"US",14100,10792,"2029",,
2,"US",11057,10792,"1557",,
2,"US",11057,10792,"1334",0.00,
2,"US",11057,10792,"2143",,
2,"US",11057,10792,"2152",,
2,"US",11057,10792,"2205",,
2,"US",14100,10792,"1344",,
2,"US",14100,10792,"1540",,
2,"US",14122,10792,"1308",,
2,"US",12953,11057,"1038",,
2,"US",12953,11057,"1043",,
2,"US",12953,11057,"1039",,
2,"US",12953,11057,"1504",,
2,"US",12953,11057,"1502",,
2,"US",12953,11057,"1556",0.00,
2,"US",12953,11057,"0555",,
2,"US",10257,11057,"0704",,
2,"US",12953,11057,"1447",,
2,"US",15096,11057,"0715",0.00,
2,"US",15096,11057,"0726",0.00,
2,"US",15096,11057,"0712",,
2,"US",12953,11057,"1049",,
2,"US",10792,11057,"0738",,
2,"US",10792,11057,"0746",0.00,
2,"US",10792,11057,"0740",,
2,"US",12953,11057,"0714",,
2,"US",12953,11057,"0656",,
2,"US",12953,11057,"0701",,
2,"US",12953,11057,"0703",,
2,"US",12953,11057,"0702",,
2,"US",10792,11057,"1825",,
2,"US",12953,11057,"1249",,
2,"US",12953,11057,"1252",,
2,"US",12953,11057,"1248",,
2,"US",12953,11057,"1252",,
2,"US",12953,11057,"1906",,
2,"US",12953,11057,"1901",,
2,"US",12953,11057,"1902",,
2,"US",10792,11057,"0810",17.00,
2,"US",12953,11057,"0922",0.00,
2,"US",15096,11057,"0709",,
2,"US",12953,11057,"1656",,
2,"US",12953,11057,"1700",,
2,"US",12953,11057,"1655",,
2,"US",10792,11057,"1546",0.00,
2,"US",14576,11057,"0734",0.00,
2,"US",14576,11057,"0724",,
2,"US",14576,11057,"0727",,
2,"US",14576,11057,"0725",,
2,"US",12953,11057,"1924",,
2,"US",10257,11057,"1439",,
2,"US",12953,11057,"0958",0.00,
2,"US",12953,11057,"0923",,
2,"US",12953,11057,"0922",,
2,"US",10257,11057,"0700",,
2,"US",10257,11057,"0703",,
2,"US",10257,11057,"0655",,
2,"US",10792,11057,"0919",,
2,"US",10792,11057,"0922",,
2,"US",10792,11057,"0916",,
2,"US",12953,11057,"0544",,
2,"US",12953,11057,"0539",,
2,"US",12953,11057,"0536",,
2,"US",12953,11057,"1659",,
2,"US",10792,11057,"1840",,
2,"US",10792,11057,"1840",,
2,"US",10792,11057,"1846",,
2,"US",10257,11057,"1448",,
2,"US",10257,11057,"1445",,
2,"US",10257,11057,"1448",,
2,"US",12953,11057,"0650",,
2,"US",12953,11057,"0657",,
2,"US",12953,11057,"0652",,
2,"US",12953,11278,"1730",,
2,"US",12953,11278,"1727",,
2,"US",12953,11278,"1725",,
2,"US",12953,11278,"1727",0.00,
2,"US",12953,11278,"0559",,
2,"US",12953,11278,"0558",,
2,"US",12953,11278,"0555",,
2,"US",12953,11278,"0556",,
2,"US",12953,11278,"0655",0.00,
2,"US",12953,11278,"0656",,
2,"US",12953,11278,"0654",,
2,"US",12953,11278,"0700",,
2,"US",12953,11278,"0753",,
2,"US",12953,11278,"0811",,
2,"US",12953,11278,"0754",,
2,"US",12953,11278,"0753",,
2,"US",12953,11278,"0853",,
2,"US",12953,11278,"0854",,
2,"US",12953,11278,"0851",,
2,"US",12953,11278,"0852",,
2,"US",12953,11278,"0958",0.00,
2,"US",12953,11278,"0954",,
2,"US",12953,11278,"0953",,
2,"US",12953,11278,"0957",,
2,"US",12953,11278,"1053",,
2,"US",12953,11278,"1057",,
2,"US",12953,11278,"1052",,
2,"US",12953,11278,"1053",,
2,"US",12953,11278,"1152",,
2,"US",12953,11278,"1152",,
2,"US",12953,11278,"1154",,
2,"US",12953,11278,"1155",0.00,
2,"US",12953,11278,"1251",,
2,"US",12953,11278,"1255",,
2,"US",12953,11278,"1253",,
2,"US",12953,11278,"1254",,
2,"US",12953,11278,"1354",,
2,"US",12953,11278,"1354",,
2,"US",12953,11278,"1353",,
2,"US",12953,11278,"1353",,
2,"US",12953,11278,"1456",,
2,"US",12953,11278,"1457",,
2,"US",12953,11278,"1456",,
2,"US",12953,11278,"1456",,
2,"US",12953,11278,"1556",,
2,"US",12953,11278,"1559",,
2,"US",12953,11278,"1556",,
2,"US",12953,11278,"1555",,
2,"US",12953,11278,"1655",,
2,"US",12953,11278,"",,
2,"US",12953,11278,"1652",,
2,"US",12953,11278,"1654",,
2,"US",12953,11278,"1754",,
2,"US",12953,11278,"1755",,
2,"US",12953,11278,"1752",,
2,"US",12953,11278,"1755",,
2,"US",12953,11278,"1855",,
2,"US",12953,11278,"1855",,
2,"US",12953,11278,"1853",,
2,"US",12953,11278,"1857",,
2,"US",12953,11278,"1955",,
2,"US",12953,11278,"1952",,
2,"US",12953,11278,"1953",,
2,"US",12953,11278,"1956",,
2,"US",11057,12953,"2146",,
2,"US",14122,12953,"0745",,
2,"US",11057,12953,"0655",,
2,"US",11057,12953,"0656",,
2,"US",11057,12953,"0654",,
2,"US",14100,12953,"2209",,
2,"US",14100,12953,"2220",,
2,"US",14100,12953,"2252",0.00,
2,"US",11057,12953,"1952",,
2,"US",11057,12953,"1951",,
2,"US",11057,12953,"2141",0.00,
2,"US",14122,12953,"1252",,
2,"US",14122,12953,"0740",,
2,"US",14122,12953,"0817",0.00,
2,"US",14122,12953,"0742",0.00,
2,"US",11057,12953,"0658",,
2,"US",11057,12953,"2016",0.00,
2,"US",11057,12953,"1013",,
2,"US",11057,12953,"1028",,
2,"US",11057,12953,"1014",,
2,"US",14122,12953,"1137",,
2,"US",14122,12953,"1139",,
2,"US",14122,12953,"1139",,
2,"US",14122,12953,"1140",,
2,"US",11057,12953,"1013",,
2,"US",10721,12953,"0752",0.00,
2,"US",10721,12953,"0726",,
2,"US",10721,12953,"0726",,
2,"US",14122,12953,"2202",,
2,"US",14122,12953,"2213",,
2,"US",14122,12953,"2217",,
2,"US",14122,12953,"2216",,
2,"US",13495,12953,"1043",,
2,"US",13495,12953,"1043",,
2,"US",13495,12953,"1037",,
2,"US",13495,12953,"1045",,
2,"US",11057,12953,"1929",0.00,
2,"US",14122,12953,"1310",,
2,"US",14122,12953,"1311",,
2,"US",14122,12953,"1410",0.00,
2,"US",11057,12953,"2145",,
2,"US",11057,12953,"2152",,
2,"US",11057,12953,"2148",,
2,"US",14122,12953,"2033",0.00,
2,"US",14122,12953,"2030",,
2,"US",14122,12953,"2036",,
2,"US",14122,12953,"2026",,
2,"US",14122,12953,"1732",,
2,"US",14122,12953,"1730",,
2,"US",14122,12953,"1727",,
2,"US",11057,12953,"1234",,
2,"US",11057,12953,"1224",,
2,"US",11057,12953,"1331",0.00,
2,"US",14122,12953,"1546",,
2,"US",14122,12953,"1544",,
2,"US",14122,12953,"1548",,
2,"US",14122,12953,"1545",0.00,
2,"US",11057,12953,"1605",,
2,"US",11057,12953,"1608",,
2,"US",11057,12953,"1614",,
2,"US",11057,12953,"1215",,
2,"US",11057,12953,"1416",,
2,"US",11057,12953,"1423",,
2,"US",11057,12953,"1425",,
2,"US",11057,12953,"0817",,
2,"US",11057,12953,"0830",,
2,"US",11057,12953,"0822",,
2,"US",10721,12953,"0726",,
2,"US",11057,12953,"1422",,
2,"US",11057,12953,"0824",,
2,"US",14122,12953,"1823",0.00,
2,"US",11057,12953,"1628",0.00,
2,"US",11057,12953,"1812",,
2,"US",11057,12953,"1917",0.00,
2,"US",11057,12953,"1841",0.00,
2,"US",11278,12953,"0641",0.00,
2,"US",14100,12953,"2151",0.00,
2,"US",10721,12953,"0558",,
2,"US",10721,12953,"0557",,
2,"US",10721,12953,"0554",,
2,"US",10721,12953,"0558",,
2,"US",10721,12953,"0655",,
2,"US",10721,12953,"",,
2,"US",10721,12953,"0701",,
2,"US",10721,12953,"0656",,
2,"US",10721,12953,"0755",,
2,"US",10721,12953,"0759",,
2,"US",10721,12953,"0756",,
2,"US",10721,12953,"0755",,
2,"US",10721,12953,"0854",,
2,"US",10721,12953,"0859",,
2,"US",10721,12953,"0856",,
2,"US",10721,12953,"0854",,
2,"US",10721,12953,"0956",,
2,"US",10721,12953,"0956",,
2,"US",10721,12953,"0955",,
2,"US",10721,12953,"0957",,
2,"US",10721,12953,"1112",,
2,"US",10721,12953,"1055",,
2,"US",10721,12953,"1055",,
2,"US",10721,12953,"1057",,
2,"US",10721,12953,"1154",,
2,"US",10721,12953,"1156",,
2,"US",10721,12953,"1154",,
2,"US",10721,12953,"1155",,
2,"US",10721,12953,"1253",,
2,"US",10721,12953,"1300",,
2,"US",10721,12953,"1253",,
2,"US",10721,12953,"1253",,
2,"US",10721,12953,"",,
2,"US",10721,12953,"1357",,
2,"US",10721,12953,"1357",,
2,"US",10721,12953,"1354",,
2,"US",10721,12953,"1506",,
2,"US",10721,12953,"1458",,
2,"US",10721,12953,"1453",,
2,"US",10721,12953,"1458",,
2,"US",10721,12953,"1558",,
2,"US",10721,12953,"1558",,
2,"US",10721,12953,"1557",,
2,"US",10721,12953,"1554",,
2,"US",10721,12953,"1724",0.00,
2,"US",10721,12953,"1656",,
2,"US",10721,12953,"1656",,
2,"US",10721,12953,"1657",,
2,"US",10721,12953,"1816",,
2,"US",10721,12953,"1758",,
2,"US",10721,12953,"1758",,
2,"US",10721,12953,"1803",,
2,"US",10721,12953,"1902",,
2,"US",10721,12953,"1857",,
2,"US",10721,12953,"1856",,
2,"US",10721,12953,"1856",0.00,
2,"US",10721,12953,"1955",,
2,"US",10721,12953,"1958",,
2,"US",10721,12953,"1954",,
2,"US",10721,12953,"1952",0.00,
2,"US",11278,12953,"0626",,
2,"US",11278,12953,"0627",,
2,"US",11278,12953,"0627",,
2,"US",11278,12953,"0656",,
2,"US",11278,12953,"0654",,
2,"US",11278,12953,"0655",,
2,"US",11278,12953,"0654",,
2,"US",11278,12953,"0759",,
2,"US",11278,12953,"0753",,
2,"US",11278,12953,"0806",,
2,"US",11278,12953,"0755",,
2,"US",11278,12953,"0856",,
2,"US",11278,12953,"0857",,
2,"US",11278,12953,"0858",,
2,"US",11278,12953,"0855",,
2,"US",11278,12953,"0957",,
2,"US",11278,12953,"0956",,
2,"US",11278,12953,"0958",,
2,"US",11278,12953,"0958",,
2,"US",11278,12953,"1057",,
2,"US",11278,12953,"1057",,
2,"US",11278,12953,"1055",,
2,"US",11278,12953,"1055",,
2,"US",11278,12953,"1159",,
2,"US",11278,12953,"1152",,
2,"US",11278,12953,"1158",,
2,"US",11278,12953,"1155",,
2,"US",11278,12953,"1256",,
2,"US",11278,12953,"1255",,
2,"US",11278,12953,"1257",,
2,"US",11278,12953,"1255",,
2,"US",11278,12953,"1357",,
2,"US",11278,12953,"1357",,
2,"US",11278,12953,"1358",,
2,"US",11278,12953,"1356",,
2,"US",11278,12953,"1455",,
2,"US",11278,12953,"1456",,
2,"US",11278,12953,"1455",,
2,"US",11278,12953,"1453",,
2,"US",11278,12953,"1556",,
2,"US",11278,12953,"1556",,
2,"US",11278,12953,"1554",,
2,"US",11278,12953,"1556",,
2,"US",11278,12953,"1656",,
2,"US",11278,12953,"1657",,
2,"US",11278,12953,"1654",,
2,"US",11278,12953,"1703",,
2,"US",11278,12953,"1757",,
2,"US",11278,12953,"1800",,
2,"US",11278,12953,"1756",,
2,"US",11278,12953,"1757",,
2,"US",11278,12953,"1855",,
2,"US",11278,12953,"",,
2,"US",11278,12953,"1858",,
2,"US",11278,12953,"1856",,
2,"US",11278,12953,"2003",,
2,"US",11278,12953,"1956",,
2,"US",11278,12953,"1955",,
2,"US",11278,12953,"1956",,
2,"US",11278,12953,"2053",,
2,"US",11278,12953,"2053",,
2,"US",11278,12953,"2054",,
2,"US",11278,12953,"2104",,
2,"US",12953,13495,"0721",,
2,"US",12953,13495,"0721",,
2,"US",12953,13495,"0725",,
2,"US",12953,13495,"0728",,
2,"US",10792,14100,"0711",,
2,"US",10792,14100,"0731",0.00,
2,"US",10792,14100,"0720",,
2,"US",15096,14100,"1536",,
2,"US",15096,14100,"1554",0.00,
2,"US",15096,14100,"1602",0.00,
2,"US",14576,14100,"0653",,
2,"US",10257,14100,"1533",,
2,"US",10257,14100,"1544",,
2,"US",10257,14100,"1553",0.00,
2,"US",12953,14100,"1528",,
2,"US",10792,14100,"1717",,
2,"US",10792,14100,"1721",,
2,"US",10792,14100,"1840",0.00,
2,"US",10792,14100,"0728",8.00,
2,"US",14576,14100,"",,
2,"US",10792,14100,"1438",,
2,"US",10792,14100,"1441",,
2,"US",10792,14100,"1440",,
2,"US",10792,14100,"1132",,
2,"US",10792,14100,"1127",,
2,"US",10792,14100,"1127",,
2,"US",15096,14100,"0731",,
2,"US",10257,14100,"1108",,
2,"US",10257,14100,"1125",,
2,"US",10257,14100,"1140",,
2,"US",10792,14100,"1132",,
2,"US",10257,14100,"1132",0.00,
2,"US",10792,14100,"1443",,
2,"US",12953,14100,"1531",,
2,"US",12953,14100,"1522",,
2,"US",12953,14100,"1526",,
2,"US",15096,14100,"1725",,
2,"US",15096,14100,"1818",0.00,
2,"US",15096,14100,"1845",0.00,
2,"US",10257,14100,"1936",35.00,
2,"US",14576,14100,"0657",,
2,"US",14576,14100,"0655",,
2,"US",14576,14100,"0649",,
2,"US",10257,14100,"1550",0.00,
2,"US",14576,14100,"1721",,
2,"US",14576,14100,"1825",0.00,
2,"US",14576,14100,"1834",0.00,
2,"US",12953,14100,"0708",,
2,"US",12953,14100,"0715",,
2,"US",12953,14100,"0709",,
2,"US",12953,14100,"0707",,
2,"US",10257,14100,"0734",0.00,
2,"US",10257,14100,"0740",0.00,
2,"US",10257,14100,"0738",,
2,"US",10257,14100,"1710",,
2,"US",10257,14100,"1717",0.00,
2,"US",10257,14100,"1825",0.00,
2,"US",10792,14100,"1717",,
2,"US",10257,14100,"0730",,
2,"US",15096,14100,"0723",,
2,"US",15096,14100,"0742",0.00,
2,"US",15096,14100,"0725",,
2,"US",12953,14122,"0638",,
2,"US",12953,14122,"0645",,
2,"US",12953,14122,"0637",,
2,"US",12953,14122,"0642",,
2,"US",15096,14122,"0651",,
2,"US",12953,14122,"0932",,
2,"US",12953,14122,"0923",,
2,"US",12953,14122,"0923",,
2,"US",10257,14122,"1510",,
2,"US",10257,14122,"1458",,
2,"US",10257,14122,"1459",,
2,"US",10792,14122,"1547",,
2,"US",12953,14122,"0912",0.00,
2,"US",12953,14122,"1338",,
2,"US",12953,14122,"1339",,
2,"US",12953,14122,"1335",,
2,"US",10257,14122,"1759",,
2,"US",10257,14122,"1802",,
2,"US",10257,14122,"1804",,
2,"US",12953,14122,"1509",,
2,"US",12953,14122,"1511",,
2,"US",12953,14122,"1513",,
2,"US",12953,14122,"1546",0.00,
2,"US",12953,14122,"1956",,
2,"US",12953,14122,"1938",,
2,"US",12953,14122,"1941",,
2,"US",12953,14122,"1943",,
2,"US",10792,14122,"0721",19.00,
2,"US",15096,14122,"1814",0.00,
2,"US",12953,14122,"1801",,
2,"US",10257,14122,"1518",,
2,"US",10792,14122,"1556",,
2,"US",10792,14122,"1552",,
2,"US",10792,14122,"1609",,
2,"US",10792,14122,"0655",,
2,"US",10792,14122,"0657",,
2,"US",10792,14122,"0700",,
2,"US",10257,14122,"0652",,
2,"US",12953,14122,"1339",,
2,"US",10257,14122,"",,
2,"US",10257,14122,"0637",,
2,"US",10257,14122,"0642",,
2,"US",10257,14122,"0635",,
2,"US",15096,14122,"1526",0.00,
2,"US",15096,14122,"0646",,
2,"US",15096,14122,"0721",0.00,
2,"US",15096,14122,"0649",,
2,"US",12953,14122,"1043",,
2,"US",12953,14122,"1040",,
2,"US",12953,14122,"1045",,
2,"US",12953,14122,"1045",,
2,"US",12953,14122,"1800",,
2,"US",12953,14122,"1759",,
2,"US",12953,14122,"1824",0.00,
2,"US",14576,14122,"0724",0.00,
2,"US",11057,14576,"2022",,
2,"US",14100,14576,"2003",,
2,"US",14100,14576,"2008",,
2,"US",14100,14576,"2114",0.00,
2,"US",14122,14576,"1606",,
2,"US",14100,14576,"2009",,
2,"US",14122,14576,"1546",,
2,"US",14122,14576,"1543",,
2,"US",14122,14576,"1550",,
2,"US",11057,14576,"2028",,
2,"US",11057,14576,"2030",,
2,"US",11057,14576,"2032",,
2,"US",14122,14576,"2223",,
2,"US",14122,15096,"2207",,
2,"US",14122,15096,"1614",,
2,"US",14100,15096,"1346",,
2,"US",14100,15096,"1357",0.00,
2,"US",14100,15096,"1418",0.00,
2,"US",14122,15096,"2359",0.00,
2,"US",14122,15096,"2221",,
2,"US",14122,15096,"2218",,
2,"US",14122,15096,"1313",,
2,"US",11057,15096,"2014",,
2,"US",11057,15096,"1958",,
2,"US",11057,15096,"1954",,
2,"US",11057,15096,"2008",,
2,"US",14100,15096,"2020",,
2,"US",14100,15096,"1540",,
2,"US",14100,15096,"1542",,
2,"US",14100,15096,"1557",,
2,"US",14100,15096,"2015",,
2,"US",14100,15096,"2019",,
2,"US",14100,15096,"2106",0.00,
2,"WN",10257,10821,"1113",,
2,"WN",10257,10821,"1100",,
2,"WN",10257,10821,"1100",,
2,"WN",10257,10821,"1100",,
2,"WN",10257,10821,"1420",,
2,"WN",10257,10821,"1420",,
2,"WN",10257,10821,"1420",,
2,"WN",10257,10821,"1420",,
2,"WN",10257,10821,"0920",,
2,"WN",10257,10821,"0910",,
2,"WN",10257,10821,"0910",,
2,"WN",10257,10821,"0910",,
2,"WN",10257,10821,"2015",,
2,"WN",10257,10821,"2000",,
2,"WN",10257,10821,"2034",0.00,
2,"WN",10257,10821,"1945",,
2,"WN",10257,10821,"0725",,
2,"WN",10257,10821,"0725",,
2,"WN",10257,10821,"0745",0.00,
2,"WN",10257,10821,"0725",,
2,"WN",10257,10821,"0630",,
2,"WN",10257,10821,"0630",,
2,"WN",10257,10821,"0640",,
2,"WN",10257,10821,"0630",,
2,"WN",10257,10821,"1550",,
2,"WN",10257,10821,"1550",,
2,"WN",10257,10821,"1635",0.00,
2,"WN",10257,10821,"1635",0.00,
2,"WN",10257,12889,"1510",,
2,"WN",10257,12889,"1527",,
2,"WN",10257,12889,"1530",,
2,"WN",10257,12889,"1510",,
2,"WN",10257,13204,"0800",0.00,
2,"WN",10257,13204,"0800",,
2,"WN",10257,13204,"1125",0.00,
2,"WN",10257,13204,"0800",,
2,"WN",10257,13204,"1340",,
2,"WN",10257,13204,"1445",59.00,
2,"WN",10257,13204,"1340",,
2,"WN",10257,13204,"1340",,
2,"WN",10693,12391,"1230",,
2,"WN",10693,12391,"1230",,
2,"WN",10693,12391,"1230",,
2,"WN",10693,12391,"1230",,
2,"WN",10693,12391,"1435",,
2,"WN",10693,12391,"1435",,
2,"WN",10693,12391,"1435",,
2,"WN",10693,12391,"1435",,
2,"WN",10693,12391,"1830",,
2,"WN",10693,12391,"1830",,
2,"WN",10693,12391,"1830",,
2,"WN",10693,12391,"1830",,
2,"WN",10792,10821,"1800",,
2,"WN",10792,10821,"1540",,
2,"WN",10792,10821,"1540",,
2,"WN",10792,10821,"1554",,
2,"WN",10792,10821,"0630",,
2,"WN",10792,10821,"0630",,
2,"WN",10792,10821,"0630",,
2,"WN",10792,10821,"0630",0.00,
2,"WN",10792,10821,"1750",,
2,"WN",10792,10821,"1750",,
2,"WN",10792,10821,"1810",,
2,"WN",10792,10821,"1750",,
2,"WN",10792,10821,"2010",0.00,
2,"WN",10792,10821,"1925",,
2,"WN",10792,10821,"1930",,
2,"WN",10792,10821,"1925",,
2,"WN",10792,10821,"0740",,
2,"WN",10792,10821,"0740",,
2,"WN",10792,10821,"0740",,
2,"WN",10792,10821,"",,
2,"WN",10792,10821,"1227",,
2,"WN",10792,10821,"1215",,
2,"WN",10792,10821,"1300",0.00,
2,"WN",10792,10821,"1215",,
2,"WN",10792,10821,"0830",,
2,"WN",10792,10821,"0830",,
2,"WN",10792,10821,"0840",,
2,"WN",10792,10821,"0830",,
2,"WN",10792,12889,"1330",,
2,"WN",10792,12889,"1330",,
2,"WN",10792,12889,"1350",,
2,"WN",10792,12889,"1340",,
2,"WN",10792,13204,"0725",,
2,"WN",10792,13204,"0725",,
2,"WN",10792,13204,"0725",0.00,
2,"WN",10792,13204,"0725",,
2,"WN",10792,14107,"1110",,
2,"WN",10792,14107,"1110",,
2,"WN",10792,14107,"1105",,
2,"WN",10792,14107,"1110",,
2,"WN",10821,10257,"2115",,
2,"WN",10821,10257,"2100",,
2,"WN",10821,10257,"2140",0.00,
2,"WN",10821,10257,"2240",0.00,
2,"WN",10821,10257,"1330",,
2,"WN",10821,10257,"1400",0.00,
2,"WN",10821,10257,"1400",0.00,
2,"WN",10821,10257,"1330",,
2,"WN",10821,10257,"0745",,
2,"WN",10821,10257,"0800",,
2,"WN",10821,10257,"0745",,
2,"WN",10821,10257,"0745",,
2,"WN",10821,10257,"1510",0.00,
2,"WN",10821,10257,"1420",,
2,"WN",10821,10257,"1505",0.00,
2,"WN",10821,10257,"1420",,
2,"WN",10821,10257,"1915",0.00,
2,"WN",10821,10257,"1825",,
2,"WN",10821,10257,"1825",,
2,"WN",10821,10257,"1852",0.00,
2,"WN",10821,10257,"1245",,
2,"WN",10821,10257,"1245",,
2,"WN",10821,10257,"1250",,
2,"WN",10821,10257,"1245",,
2,"WN",10821,10257,"0930",,
2,"WN",10821,10257,"0941",,
2,"WN",10821,10257,"0947",0.00,
2,"WN",10821,10257,"0930",,
2,"WN",10821,10792,"0700",,
2,"WN",10821,10792,"0705",0.00,
2,"WN",10821,10792,"",,
2,"WN",10821,10792,"0700",,
2,"WN",10821,10792,"1410",,
2,"WN",10821,10792,"1410",,
2,"WN",10821,10792,"1638",0.00,
2,"WN",10821,10792,"1432",,
2,"WN",10821,10792,"0947",,
2,"WN",10821,10792,"0940",,
2,"WN",10821,10792,"0940",,
2,"WN",10821,10792,"0940",,
2,"WN",10821,10792,"1620",,
2,"WN",10821,10792,"1620",,
2,"WN",10821,10792,"1640",,
2,"WN",10821,10792,"1627",,
2,"WN",10821,10792,"2200",0.00,
2,"WN",10821,10792,"2040",,
2,"WN",10821,10792,"2100",0.00,
2,"WN",10821,10792,"2049",,
2,"WN",10821,10792,"1045",,
2,"WN",10821,10792,"1100",,
2,"WN",10821,10792,"1137",0.00,
2,"WN",10821,10792,"1045",,
2,"WN",10821,10792,"1755",,
2,"WN",10821,10792,"1808",,
2,"WN",10821,10792,"1848",0.00,
2,"WN",10821,10792,"1800",,
2,"WN",10821,12391,"1205",,
2,"WN",10821,12391,"1205",,
2,"WN",10821,12391,"1205",,
2,"WN",10821,12391,"1205",,
2,"WN",10821,12391,"1900",,
2,"WN",10821,12391,"1855",,
2,"WN",10821,12391,"1910",,
